"id","value","label_kor","label_eng","tier","tier_cn","set_ids","set_names_ko","effect_content","image","description","level","created_at","disabled","source_url","scraped_at"
"208","sheet_music_storm","악보 '폭풍'","sheet_music_storm","solid","结缚","extrium|spring_song","먹구름|바람노래","[고유] 먹구름의 소모 속도는 공격 속도의 25/50/100%만큼 더 빨라짐
무기 공격 시 5/10/15의 번개속성 피해를 가함
공격 속도 +4/8/12%","https://img.sephiria.wiki/artifacts/sheet_music_storm.png","느껴라, 찰나에 머무는 빛을.","2","2025-10-05T16:11:40.779209+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"209","sheet_music_galaxy","악보 '은하'","sheet_music_galaxy","solid","结缚","planet|spring_song","행성|바람노래","[고유] 공격 속도 +4/8/12%
X/X/무기 공격 할 때 마다 공격 주기가 빨라짐","https://img.sephiria.wiki/artifacts/sheet_music_galaxy.png","하늘의 어둠과 별을 엮어서.","2","2025-10-05T16:14:02.771524+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"210","brass_mirror_fragments","황동거울 파편","brass_mirror_fragments","rare","稀有","firmness","견고","[고유] 특수 공격 비용 감소 +20/30/40/50%
석궁 전용","https://img.sephiria.wiki/artifacts/brass_mirror_fragments.png","과거의 염원이 강하게 남아있다. 부서진 채로 보자기에 싸여 전해진다.","3","2025-10-05T16:43:58.175799+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"211","stabbing_textbook","찌르기 교본","stabbing_textbook","advanced","高级","firmness","견고","[고유] 2초마다 대시 공격이 강화되어 대미지가 30% 증가하고, 가장 높은 속성에 기반한 공격으로 전환
도 전용","https://img.sephiria.wiki/artifacts/stabbing_textbook.png","점과 점 사이를 잇는다는 감각을 느끼는 것이 찌르기의 극의이다.","0","2025-10-05T16:48:00.918092+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"212","talisman_of_talent","재주의 부적","talisman_of_talent","common","普通","shadow","그림자","회피 +3/6","https://img.sephiria.wiki/artifacts/talisman_of_talent.png","손목을 고정해 주는 보호대 역할도 한다.","1","2025-10-05T16:54:58.829572+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"213","broken_sapphire","부서진 사파이어","broken_sapphire","rare","稀有","shadow","그림자","[고유] 16/14/12초마다 공격을 무조건 회피하는 장막 획득
회피 +3/6/10
방어력 +2/4/6","https://img.sephiria.wiki/artifacts/broken_sapphire.png","있어서는 안 될 일을 반쯤 없던 일로 해준다.","2","2025-10-05T16:56:47.483014+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"214","cloak_of_the_green","환록의 망토","cloak_of_the_green","advanced","高级","shadow","그림자","[고유] 대시 횟수 +0/1/1
회피 +4/6/8
치명타 확률 +1/2/4%","https://img.sephiria.wiki/artifacts/cloak_of_the_green.png","자연의 기운이 깃들어 푸르른 곳에서 은밀하게 행동할 수 있습니다.","2","2025-10-05T16:58:12.782962+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"215","wings","날개","wings","legend","传说","spring_song","바람노래","[고유] 추가 공격 속도 25/20/15/9/6/5%당 모든 피해 증폭 1% 증가
공격 속도 +3/6/9/12/15/18%","https://img.sephiria.wiki/artifacts/wings.png","마법으로 구름을 엮어 만든 날개.","5","2025-10-05T17:24:48.790031+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"216","lightning_chakram","전격 차크람","lightning_chakram","advanced","高级","magic_engineering","마법공학","[고유] 주기적으로 주변을 공격하는 차크람 1/2/2/3/3개 발사
[피해량: 10/10x2/16x2/16x3/22x3 (번개속성 피해 50/50/80/80/110%)]
차크람 적중 시 10/10/10/10/30% 확률로 감전 부여","https://img.sephiria.wiki/artifacts/lightning_chakram.png","사탕수수 정도는 베어낼 수 있다.","4","2025-10-05T17:36:38.614922+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"217","lightning_struck_tree_branch","번개 맞은 나뭇가지","lightning_struck_tree_branch","common","普通","magic_engineering","마법공학","[고유] 무기 공격이나 마법서로 피해를 주면 대상에게 10/20/30 번개속성 피해를 가함 (재사용 대기시간 2초)","https://img.sephiria.wiki/artifacts/lightning_struck_tree_branch.png","무겁고 특이한 냄새가 난다.","2","2025-10-05T17:40:22.060963+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"218","thunders_earrings","썬더의 귀걸이","thunders_earrings","advanced","高级","magic_engineering","마법공학","[고유] 4초마다 주변 1/2/2/3/3/4명의 적에게 번개속성 피해 30%의 번개 공격을 가하고, 감전 디버프 부여
번개속성 피해 +1/2/3/4/5/6","https://img.sephiria.wiki/artifacts/thunders_earrings.png","도서관에서 개발한 신소재를 사용해 가볍습니다.","5","2025-10-05T17:43:16.667801+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"219","ahmads_soul_powder","아마드의 영혼 가루","ahmads_soul_powder","advanced","高级","magic_engineering|colleague","마법공학|동료","[고유] 번개 투사체를 발사하는 해파리 소환
투사체에 적중한 적은 감전 디버프 적용","https://img.sephiria.wiki/artifacts/ahmads_soul_powder.png","물결 없는 그곳. 누구도 상처 주지 않아도 되는 그곳에 다시 가고 싶어라.","4","2025-10-05T17:46:35.864766+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"220","stinging_bug","찌릿충","stinging_bug","rare","稀有","magic_engineering","마법공학","[고유] 감전 중첩 +0/1/1/2/2/3","https://img.sephiria.wiki/artifacts/stinging_bug.png","스스로 전기를 일으키는 벌레. 조련이 가능하다.","5","2025-10-05T17:48:47.038631+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"221","frozen_bow","얼어붙은 활","frozen_bow","legend","传说","ice_weapon","얼음무구","[고유] 발동형 아티팩트
0.8초마다 1발씩 자동 충전 (최대 7)
적에게 얼음 화살을 발사해 얼음 피해를 가함
[피해량: 20/22/24/26/28/30 (12 + 얼음속성 피해 50/60/70/80/100/120%)]","https://img.sephiria.wiki/artifacts/frozen_bow.png","오랜 시간을 견뎌내면 활을 잡은 이에게만은 냉기를 뿌리지 않습니다.","5","2025-10-05T17:54:29.784316+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"222","black_planet","암흑 행성","black_planet","legend","传说","planet","행성","[고유] 혼돈 탄환을 발사하는 암흑 행성 소환
[피해량: 50/60/70/80/90]","https://img.sephiria.wiki/artifacts/black_planet.png","도서관에 전시되어 있던 검은색 행성. 과거 하늘 밖을 보던 자들이 만들었다.","4","2025-10-05T18:06:57.002257+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"223","ashen_planet","잿빛 행성","ashen_planet","common","普通","planet","행성","[고유] 얼음 탄환을 발사하는 잿빛행성 소환
[피해량: 15/20/25/30/35/40]","https://img.sephiria.wiki/artifacts/ashen_planet.png","도서관에 전시되어 있던 잿빛 행성 모형. 과거 하늘 밖을 보던 자들이 만들었다.","5","2025-10-05T18:08:53.249455+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"224","petrification","석화","petrification","common","普通","extrium","먹구름","번개속성 피해 +3/6
치명타 피해 +3/6%","https://img.sephiria.wiki/artifacts/petrification.png","꽃은 하늘에도 지상에도 지하에도 있다.","1","2025-10-05T18:29:15.179608+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"225","hand_mirror","손 거울","hand_mirror","rare","稀有","guardian","수호","[고유] 대시 시 5초 지속되는 보호막 5/5/10획득 (쿨다운 5초)
방어력 +3/6/9","https://img.sephiria.wiki/artifacts/hand_mirror.png","털 손질 그 이상을 원하는 동물들이 들고 다니는 도구","2","2025-10-05T18:40:16.225954+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"226","white_paper","하얀 종이","white_paper","advanced","高级","","","[고유] 양쪽 칸에 배치된 아티팩트가 동일한 콤보인 경우, 해당 콤보 수치 1 증가
모든 피해 증폭 +3/6%","https://img.sephiria.wiki/artifacts/white_paper.png",,"1","2025-10-14T10:33:21.706328+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"227","eternal_sun","영원의 식","eternal_sun","solid","结缚","sun_sword|ice_weapon","태양검|얼음무구","[고유] 아이템이 인벤토리 왼편에 있다면 얼음 무구 아티팩트가 화염속성 피해 기반으로 변경되고, 오른편에 있다면 태양검 아티팩트가 얼음속성 피해 기반으로 변경됨
얼음 무구의 피해량 +6/13/21/30%
태양검 피해량 +6/13/21/30%
얼음 무구의 공격으로도 태양검이 발동됨","https://img.sephiria.wiki/artifacts/eternal_sun.png","푸른 달과 태양을 조각한 모형.","3","2025-10-14T10:39:50.423193+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"228","flux_mk2","플럭스 결합기 Mk.2","flux_mk2","solid","结缚","extrium|colleague","먹구름|동료","[고유] 동료가 번개 피해를 입힐 때 먹구름 1회 발동 (동료별 쿨다운: 0.1초)
동료가 입히는 피해량 +3/6/9/12%","https://img.sephiria.wiki/artifacts/flux_mk2.png","낡은 장치. 뒷편에는 다음과 같이 쓰여 있다: '표준 규격 - 대부분의 개체와 호환됨'","3","2025-11-28T14:42:04.868571+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"229","overall_armband","채굴작업 총괄 완장","overall_armband","legend","传说","colleague","동료","[고유] 두더지 대장 소환","https://img.sephiria.wiki/artifacts/overall_armband.png","이 완장은 오직 한 두더지만이 착용할 수 있습니다.","4","2025-11-28T15:17:17.239065+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"230","badge_of_devotion","헌신의 휘장","badge_of_devotion","advanced","高级","colleague","동료","[고유] 인벤토리 내 동일한 줄에 배치된 동료가 혼돈 피해를 가함
동료들의 방어력 +6/12/18/24","https://img.sephiria.wiki/artifacts/badge_of_devotion.png","단 하나를 위하여.","3","2025-11-28T15:20:14.232389+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"231","mysterious_weight","신비한 무게 추","mysterious_weight","legend","传说","firmness","견고","[고유] 일반 공격 피해 +22/26/32/40/50% 증가
공격 속도 -10/10/10/10/10%","https://img.sephiria.wiki/artifacts/mysterious_weight.png",,"4","2025-12-24T17:59:41.022248+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"232","lucky_medal","행운의 메달","lucky_medal","advanced","高级","bargaining","교섭","[고유] 상인과 거래 시, +100/150/200 잎 생성 (상인당 1회 발동)
협상력 +2/6/10","https://img.sephiria.wiki/artifacts/lucky_medal.png","바닥에 떨어진 잎을 찾아내는 행운의 증표.","2","2026-01-08T16:32:32.279123+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"233","neutralizer_black","중화제 흑","neutralizer_black","advanced","高级","curse","저주","디버프로 가하는 피해량 +4/8/12/16%
치명타 확률 -10/10/6/6%","https://img.sephiria.wiki/artifacts/neutralizer_black.png","연금술을 익힌 동물들이 자주 사용하는 약. 특별한 재료를 넣어 색이 탁해졌다.","3","2026-01-08T16:37:28.134593+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"234","green_ink_bottle_v2","초록 잉크병","green_ink_bottle","advanced","高级","curse","저주","<제약> 아이템이 인벤토리 가장자리에 있을 때 효과 발동
디버프를 가할 때 +20/30/40/50% 확률로 가까운 적에게 추가 부여 (쿨다운 0.4초)","https://img.sephiria.wiki/artifacts/green_ink_bottle.png","이 병에 잉크를 넣으면 며칠 후 잉크가 사라집니다.","3","2026-01-08T16:38:53.169912+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"235","shock_amplifier","충격 증폭기","shock_amplifier","legend","传说","mystery","신비","[고유] 고정 피해 +1/1/1/2/2/3/4/4/5/6/7/8/9/12/14","https://img.sephiria.wiki/artifacts/shock_amplifier.png",,"14","2026-01-08T17:09:57.598943+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"236","crystal_of_harmony","조화의 수정","crystal_of_harmony","legend","传说","mystery","신비","근처 8칸 아티팩트 레벨 1당 모든 피해 증폭 +1/2% 증가","https://img.sephiria.wiki/artifacts/crystal_of_harmony.png",,"1","2026-01-08T17:15:01.2003+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"237","eternal_winter","영원한 겨울","eternal_winter","solid","结缚","glacier|firmness","빙하|견고","[고유] 일반 공격 적중 시, 16/24/36% 확률로 추가 피해를 가함.
[피해량: 물리 피해 40/75/125% + 얼음속성 피해의 80/150/250% (일반 공격 피해로 간주됨)]","https://img.sephiria.wiki/artifacts/eternal_winter.png","흙 속에 묻혀있었어. 이 세상 물건이 아닌 것 같군. - 타가","2","2026-01-09T03:21:35.951263+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"238","lightning_amulet","전격의 부적","lightning_amulet","common","普通","magic_engineering","마법공학","번개속성 피해 +3/4/6/8","https://img.sephiria.wiki/artifacts/lightning_amulet.png","지닌 자의 폭발적인 분노를 잠재운다.","3","2026-01-09T13:15:22.027454+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"239","multicolored_candy_jar","오색사탕 유리병","multicolored_candy_jar","advanced","高级","element","원소","[고유] 발동형 아티팩트 (재사용 대기시간: 6초)
가장 높은 속성 피해의 +100/150/200/250%만큼 피해를 주는 속성 폭탄을 +1/2/3/4개 발사","https://img.sephiria.wiki/artifacts/multicolored_candy_jar.png","항상 어린 동물의 손에 닿지 않는 곳에 존재합니다.","3","2026-01-23T13:44:58.713311+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"240","plump_fruits","통통열매 양동이","plump_fruits","rare","稀有","lake","호수","[고유] 발동형 아티팩트 (재사용 대기시간: 30초, MP 재생 수치 1당 +3% 가속)
사용 시 MP +50/100%를 즉시 회복","https://img.sephiria.wiki/artifacts/plump_fruits.png","보이는 것 보다 더 많이 물을 넣을 수 있습니다.","1","2026-01-23T13:54:18.260018+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"241","defect_probe","결함 탐침봉","defect_probe","rare","稀有","precision","정밀","[고유] 치명타 확률 +3/6/9/12/15/18/21","https://img.sephiria.wiki/artifacts/defect_probe.png","주로 훈련소 교관과 마법진 선생님이 사용했습니다.","6","2026-02-12T14:47:17.978425+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"242","wanderers_necklace","유랑자의 목걸이","wanderers_necklace","rare","稀有","spring_song","바람노래","[고유] 공격 속도 +6/12/18%
가장 높은 속성 피해 +2/4/6","https://img.sephiria.wiki/artifacts/wanderers_necklace.png","집이 없는 게 아니라 여행 중인 거야.","2","2026-02-12T14:49:00.327378+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"243","heart_of_the_beast","야수의 심장","heart_of_the_beast","legend","传说","guardian","수호","[고유] 방어력 +4/8/12/16/20
모든 피해 증폭 +2/4/6/8/10%
행운 +2/3/4/5/6","https://img.sephiria.wiki/artifacts/heart_of_the_beast.png","동물을 본뜬 기계 인형을 만들기 위한 장치. 단단해 보이지만 내부가 비어있어 조심해야 합니다.","4","2026-02-12T14:50:46.269425+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"244","stone_wheel","돌 가락바퀴","stone_wheel","rare","稀有","lake","호수","[고유] MP를 소모하는 능력의 피해량 +6/12/18/24/30%","https://img.sephiria.wiki/artifacts/stone_wheel.png","먼 과거, 실을 잣거나 제례에 사용되었습니다.","4","2026-02-12T14:52:25.283167+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"245","lerids_battleb_racelet","레리드의 전투 팔찌","lerids_battleb_racelet","rare","稀有","shadow","그림자","[고유] 대시 횟수 +0/0/1/2
고정 피해 +1/1/2/3
이동 속도 +2/4/6/8%
(3레벨: 대시 무적은 회피 성공 효과로 판정됨)","https://img.sephiria.wiki/artifacts/lerids_battleb_racelet.png","착용 후 발을 무겁게 하기 위해 노력해야 합니다.","3","2026-02-12T14:55:56.400037+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"246","elastic_band","탄성 밴드","elastic_band","advanced","高级","shadow","그림자","[고유] 회피 발동 시 대시 횟수 +1/1/2 회복
치명타 피해 +2/4/6%
회피 +1/2/3","https://img.sephiria.wiki/artifacts/elastic_band.png","뻣뻣한 동물들을 위해서 만들어졌습니다.","2","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"247","unalloyed_gold_needle","북향의 금빛 침","unalloyed_gold_needle","rare","稀有","","","윗 칸 아티팩트의 피해량 +6/8/10%
등급이 고급 이하라면 추가 피해량 +15/20/25%
직접 피해를 가하는 아티팩트에만 적용","https://img.sephiria.wiki/artifacts/unalloyed_gold_needle.png","자성은 없지만, 언제나 북쪽을 가리키는 붉은 침을 품은 나침반.","2","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"248","thunder_judgment","천둥의 심판","thunder_judgment","legend","传说","magic_engineering","마법공학","[고유] 스킬 천둥의 심판 획득","https://img.sephiria.wiki/artifacts/thunder_judgment.png","천둥의 심판 마법이 적혀 있는 책","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"249","academy_fountain_pen","아카데미 만년필","academy_fountain_pen","solid","结缚","shadow|academy","그림자|아카데미","[고유] 회피 수치 +5/4/3/2/1당 마법서 피해량 1% 획득
회피 성공 시 모든 마법서 재사용 대기시간 5/10/15/20/25% 가속","https://img.sephiria.wiki/artifacts/academy_fountain_pen.png","비상시에 사용할 수 있는 호신 기능이 있습니다.","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"250","zorous_watering_can","조로우의 물뿌리개","zorous_watering_can","solid","结缚","lake|academy","호수|아카데미","[고유] 최대 MP가 500/400/320/250/200 이상인 경우, 마법서 1회 추가 시전
마법서 피해량 +3/6/9/12/15%","https://img.sephiria.wiki/artifacts/zorous_watering_can.png","식물에게 정확히 필요한 양의 물만 뿌려집니다.","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"251","snow_mountain_big_eared_bat","설산 큰귀박쥐","snow_mountain_big_eared_bat","solid","结缚","glacier|spring_song","빙하|바람노래","[고유] 0.5초마다 동상에 걸린 적에게 얼음 투사체를 발사
[피해량: 0 (얼음속성 피해의 45% x 공격속도의 100/120/140/160/200%)]
이 피해는 서리 손길 효과가 적용되지 않음
공격 속도 +2/5/6/8/10%","https://img.sephiria.wiki/artifacts/snow_mountain_big_eared_bat.png","매우 빠르게 날 수 있지만, 느긋한 걸 좋아합니다.","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"252","plasma_helmet","플라즈마 헬맷","plasma_helmet","solid","结缚","yinggalbul|magic_engineering","잉걸불|마법공학","[고유] 화상과 감전이 플라즈마로 변경
플라즈마 피해량 -15/10/5/0/+5%","https://img.sephiria.wiki/artifacts/plasma_helmet.png","착용자가 공포를 극복한다면, 막강한 힘을 휘두를 수 있습니다.","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"253","red_planet_observation_log","붉은행성 관찰일지","red_planet_observation_log","solid","结缚","planet|yinggalbul","행성|잉걸불","[고유] 행성 공격 적중 시, 화상 틱 피해량에 비례하여 피해량이 증가
아티팩트 등급이 높을수록 증가량 상승
일반: 화상 1틱 피해량
고급: 화상 2틱 피해량
희귀: 화상 3틱 피해량
전설: 화상 4틱 피해량","https://img.sephiria.wiki/artifacts/red_planet_observation_log.png","행성이 붉은빛으로 반짝였다는 내용 이후의 기록은 없습니다.","4","2026-02-12T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"254","water_spirit","물의 정령","water_spirit","solid","结缚","lake|precision","호수|정밀","[고유] 발동형 아티팩트 (재사용 대기시간 8초)
최대 MP 30%를 사용하여, 조준 지점에 '워터 그램' 시전
[피해량: 최대 MP x 160/240/320/400/500]
이 공격의 치명타 피해 10/15/20/25/30% 증폭","https://img.sephiria.wiki/artifacts/water_spirit.png","평소에는 동그란 물구슬 안에서 놀고 있습니다.","4","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"255","frost_guillotine","혹한의 길로틴","frost_guillotine","solid","结缚","ice_weapon|magic_engineering","얼음무구|마법공학","[고유] 6초마다 주변 적 최대 4명에게 얼음+번개 속성 칼날을 소환. 적에게 감전 피해를 입히면 대기시간 1초로 감소
피해량 : (번개속성 피해, 얼음속성 피해 중 높은 피해 + 낮은 피해의 30%) x 150/200/250%","https://img.sephiria.wiki/artifacts/frost_guillotine.png","동물의 평등을 위해 만들어진 마법 장치","2","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"256","archive_sun","서고의 태양","archive_sun","solid","结缚","sun_sword|academy","태양검|아카데미","[고유] 마법서 피해량 1%당 태양검 피해량 1% 증가
마법서 피해를 입힐 시, 태양검 0/0/1/1/2회 추가 발동","https://img.sephiria.wiki/artifacts/archive_sun.png","수많은 기록과 연구가 태양의 정령을 현현시킨 순간을 기념한 모형.","4","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"257","yakumo_kodachi","소태도 야쿠모","yakumo_kodachi","rare","稀有","firmness","견고","대시 공격 피해 +10/20/30/40%
대시 회복 속도 +4/8/12/16%","https://img.sephiria.wiki/artifacts/yakumo_kodachi.png","구름 위를 나는 듯 가벼운 기운이어라.","3","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"258","angry_potato","화난 감자","angry_potato","rare","稀有","alchemy","연금술","[고유] 방어 관통 +4/7/11/15%
행운 +1/2/3/4
이동 속도 +5/5/10/10%","https://img.sephiria.wiki/artifacts/angry_potato.png","물 대신 다양한 포션을 먹여 키운 감자.","3","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"259","wanderer_blessing","나그네의 축복","wanderer_blessing","rare","稀有","alchemy","연금술","[고유] 무기 피해량 +4/8/12%
마법서 피해량 +4/8/12%
고정 피해 +0/1/2
이동 속도 +3/6/9%","https://img.sephiria.wiki/artifacts/wanderer_blessing.png","나그네가 쓰다듬어 주었다.","2","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"260","alchemist_flask","나그네의 축복","alchemist_flask","rare","稀有","alchemy","연금술","[고유] 포션을 마시면 15초 동안 모든 피해 증폭 +5/10/15 증가 버프 획득","https://img.sephiria.wiki/artifacts/alchemist_flask.png","단순하지만 수많은 실험을 통해 계량된 유리병","2","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"261","courage_amulet","용기의 아뮬렛","courage_amulet","advanced","高级","firmness","견고","[고유] 무기 피해량 +3/6/10%
HP 흡수 +1/1/1
대검 전용","https://img.sephiria.wiki/artifacts/courage_amulet.png","소지하면 왠지 힘이 샘솟는 것 같다.","2","2026-07-31T14:57:12.574076+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"262","whirlwind_stone","회오리 돌","whirlwind_stone","advanced","高级","","","[고유] 모든 피해 증폭 +2/?/?/?%
이동 속도 +6/?/?/?%","https://img.sephiria.wiki/artifacts/whirlwind_stone.png","시간과 공간이 휘몰아치는 곳에서 왔다고 전해지는 돌","3","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"263","toxic_spore_pouch","맹독 포자 주머니","toxic_spore_pouch","rare","稀有","","","보스와 미니보스에게 주는 추가 피해량 +4/6/8/10%","https://img.sephiria.wiki/artifacts/toxic_spore_pouch.png","껍질이 딱딱해도 취급에 주의하세요.","3","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"264","topaz_badge","토파즈 배지","topaz_badge","advanced","高级","","","[고유] 무기 피해량 +2/4/6/8/10%
번개속성 피해 +2/3/4/5/6","https://img.sephiria.wiki/artifacts/topaz_badge.png","아카데미에서 총명을 보인 학생에게 주어지는 배지","4","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"265","garnet_badge","가넷 배지","garnet_badge","advanced","高级","","","[고유] 무기 피해량 +2/4/6/8/10%
화염속성 피해 +2/3/4/5/6","https://img.sephiria.wiki/artifacts/garnet_badge.png","아카데미에서 열정을 보인 학생에게 주어지는 배지","4","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"266","diamond_badge","다이아몬드 배지","diamond_badge","advanced","高级","","","[고유] 무기 피해량 +2/4/6/8/10%
얼음속성 피해 +2/3/4/5/6","https://img.sephiria.wiki/artifacts/diamond_badge.png","","4","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"267","red_mushroom","빨간 버섯","red_mushroom","advanced","高级","","","[고유] 디버프로 주는 피해량 +4/?/?/?%당 공격 속도 1% 증가","https://img.sephiria.wiki/artifacts/red_mushroom.png","스튜로 만들기에는 수상한 색을 띠고 있습니다.","3","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"268","tome_of_transmutation_lightning","변환의 서 : 번개","tome_of_transmutation_lightning","rare","稀有","","","[고유] 추가 물리 피해가 0이 되고, 그 20/40/60/80/100%가 번개속성 피해로 변환","https://img.sephiria.wiki/artifacts/tome_of_transmutation_lightning.png","소지자의 힘을 번개 속성으로 바꾸는 책, 처음의 무력감은 금방 사라집니다","4","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"269","tome_of_transmutation_ice","변환의 서 : 얼음","tome_of_transmutation_ice","rare","稀有","","","[고유] 추가 물리 피해가 0이 되고, 그 20/40/60/80/100%가 얼음속성 피해로 변환","https://img.sephiria.wiki/artifacts/tome_of_transmutation_ice.png","소지자의 힘을 얼음 속성으로 바꾸는 책, 처음의 무력감은 금방 사라집니다.","4","2026-07-31T00:00:00+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
